molecule_id,dataset_name,smiles,top_v,atom_v,top_reason,atom_reason,top_cat,atom_cat
988,nci109_smiles.smi,C1CC2[Cl+][Cl+][Cl+]C2C1,0,1,cycle_not_5,ok,not_c5_cycle,none
195,nci109_smiles.smi,OC1CC(S)C2C(Br)[Cl+]C(Br)C12,0,1,cycle_not_5,ok,not_c5_cycle,none
2459,nci109_smiles.smi,OC1CCCC2C(Br)CCNC12,0,1,cycle_not_5,ok,not_c5_cycle,none
272,nci109_smiles.smi,Br.NC1CC(Br)C2C(Br)[Cl+]C(Br)C12,0,1,cycle_not_5,ok,not_c5_cycle,none
382,nci109_smiles.smi,Br.CC1[Cl+]C(C)C2C(O)CC(N)C12,0,1,cycle_not_5,ok,not_c5_cycle,none
1474,nci109_smiles.smi,OC1CCC(O)C2C(Br)CCC(O)C12,0,1,cycle_not_5,ok,not_c5_cycle,none
320,nci109_smiles.smi,C1C[Cl+]C(C2CC[Cl+]C2C2CCC[Cl+]2)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1537,nci109_smiles.smi,OC(CC(O)C1CCNCC1)C1CCCCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1347,nci109_smiles.smi,C1CCN(C2N[Cl+]C(N3CCCCC3)N2)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1437,nci109_smiles.smi,CC1CCC2[Cl+]C3CCC(N)CC3C(O)C2C1,0,1,cycle_not_5,ok,not_c5_cycle,none
1483,nci109_smiles.smi,C1CCC2C(C1)C1CCCCC1N1CCNC21,0,1,cycle_not_5,ok,not_c5_cycle,none
525,nci109_smiles.smi,CC1CCC2C(O)C3CCC(C)NC3C(O)C2C1,0,1,cycle_not_5,ok,not_c5_cycle,none
3806,nci109_smiles.smi,ClC(NCCC1CCCCN1)NNCC1CCCCN1,0,1,cycle_not_5,ok,not_c5_cycle,none
192,nci109_smiles.smi,SC1CCC(C2NC[Cl+]C(C3CCC(S)CC3)N2)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1486,nci109_smiles.smi,C1CCC(NN(CC2CNCCN2)C2CCCCC2)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
2204,nci109_smiles.smi,C1CCC(C(NNC2CCCCN2)C2NCCCN2)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1787,nci109_smiles.smi,CCN(CC)C(Cl)NNC(C1CCCCC1)C1CCCCN1,0,1,cycle_not_5,ok,not_c5_cycle,none
1380,nci109_smiles.smi,COC(C1CCCCC1)C(C1CCCCC1)N1CCOCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
2202,nci109_smiles.smi,BrC1CCC(NNC(C2CCCCC2)C2CCCCN2)NC1,0,1,cycle_not_5,ok,not_c5_cycle,none
2215,nci109_smiles.smi,BrC1CC(NNC(C2CCCCC2)C2CCCCN2)NCN1,0,1,cycle_not_5,ok,not_c5_cycle,none
827,nci109_smiles.smi,OC(C1CNC2CCCCC21)C(O)N1CCC2CCCCC21,0,1,multiple_cycles_in_component,ok,multiple_cycles,none
3336,nci109_smiles.smi,C1CCNCC1.COC1CCCC(CNNC(N)O)C1O.O.[SiH4],0,1,cycle_not_5,ok,not_c5_cycle,none
3880,nci109_smiles.smi,CCC[CH2][Na]([CH2]CCC)[CH2]CCC.OC1CC(Br)C(Br)CC1Br,0,1,cycle_not_5,ok,not_c5_cycle,none
1786,nci109_smiles.smi,ClC(NNC(C1CCCCC1)C1CCCCN1)N1CCCCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
801,nci109_smiles.smi,CC1CC(N(C)C2CCCCC2)NC(N(C)C2CCCCC2)N1,0,1,cycle_not_5,ok,not_c5_cycle,none
1785,nci109_smiles.smi,ClC(NNC(C1CCCCC1)C1CCCCN1)N1CCCCCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
2206,nci109_smiles.smi,ON(O)C1CCC(NNC(C2CCCCC2)C2CCCCN2)NC1,0,1,cycle_not_5,ok,not_c5_cycle,none
3901,nci109_smiles.smi,ClC(NNC(C1CCCCC1)C1CCCCN1)NC1CCCCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1448,nci109_smiles.smi,C1CCC(C(NNC2NC3CCCCC3[Cl+]2)C2CCCCN2)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
3770,nci109_smiles.smi,C1CCC(C(NNC2NC3CCCCC3N2)C2CCCCN2)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
